feature,std_coef
distance,1325.9246607400862
eq_Reefer,120.40013463217993
eq_Flatbed,69.56715226550772
weight_clean,56.270917600351794
market_index_clean,48.96829228215875
pickup_lat,-32.78480648455758
delivery_lat,-31.557963000901495
month_cos,-26.838435243342747
quote_signal,17.030412492779202
month_sin,-14.672772468657016
pickup_lon,7.979576728919959
delivery_lon,6.719356896726592
weight_missing,-1.1177418307201603
market_missing,-0.9185315622984139
